t,prefetch_k,needed_local,needed_sparse,evictions,ondemand_misses,ondemand_transfer_ms,prefetch_misses,prefetch_transfer_ms
131,8,32,8,1,0,0.0,1,0.040293
132,8,32,8,1,0,0.0,1,0.037193
133,8,32,8,1,0,0.0,1,0.037193
134,8,32,8,1,0,0.0,1,0.03767
135,8,32,8,1,0,0.0,1,0.039577
136,8,32,8,1,0,0.0,1,0.038147
137,8,32,8,1,0,0.0,1,0.037193
138,8,32,8,1,0,0.0,1,0.037432
139,8,32,8,1,0,0.0,1,0.038862
140,8,32,8,1,0,0.0,1,0.03767
141,8,32,8,1,0,0.0,1,0.038624
142,8,32,8,1,0,0.0,1,0.036955
143,8,32,8,1,0,0.0,1,0.038624
144,8,32,8,1,0,0.0,1,0.03767
145,8,32,8,1,0,0.0,1,0.037432
146,8,32,8,1,0,0.0,1,0.039101
147,8,32,8,1,0,0.0,1,0.037909
148,8,32,8,1,0,0.0,1,0.039816
149,8,32,8,1,0,0.0,1,0.037193
150,8,32,8,1,0,0.0,1,0.037909
151,8,32,8,1,0,0.0,1,0.039339
152,8,32,8,1,0,0.0,1,0.043154
153,8,32,8,1,0,0.0,1,0.038147
154,8,32,8,1,0,0.0,1,0.037909
155,8,32,8,1,0,0.0,1,0.038624
156,8,32,8,1,0,0.0,1,0.039577
157,8,32,8,1,0,0.0,1,0.038147
158,8,32,8,1,0,0.0,1,0.037432
159,8,32,8,1,0,0.0,1,0.03767
160,8,32,8,1,0,0.0,1,0.037432
161,8,32,8,1,0,0.0,1,0.038385
162,8,32,8,1,0,0.0,1,0.038624
163,8,32,8,1,0,0.0,1,0.038862
164,8,32,8,1,0,0.0,1,0.036478
165,8,32,8,1,0,0.0,1,0.036478
166,8,32,8,1,0,0.0,1,0.03624
167,8,32,8,1,0,0.0,1,0.036001
168,8,32,8,1,0,0.0,1,0.035524
169,8,32,8,1,0,0.0,1,0.03767
170,8,32,8,1,0,0.0,1,0.036955
171,8,32,8,1,0,0.0,1,0.03624
172,8,32,8,1,0,0.0,1,0.036716
173,8,32,8,1,0,0.0,1,0.036716
174,8,32,8,1,0,0.0,1,0.03767
175,8,32,8,1,0,0.0,1,0.03624
176,8,32,8,1,0,0.0,1,0.037432
177,8,32,8,1,0,0.0,1,0.038862
178,8,32,8,1,0,0.0,1,0.037193
179,8,32,8,1,0,0.0,1,0.039339
180,8,32,8,1,0,0.0,1,0.036478
181,8,32,8,1,0,0.0,1,0.036955
182,8,32,8,1,0,0.0,1,0.038862
183,8,32,8,1,0,0.0,1,0.037909
184,8,32,8,1,0,0.0,1,0.036955
185,8,32,8,1,0,0.0,1,0.038385
186,8,32,8,1,0,0.0,1,0.03624
187,8,32,8,1,0,0.0,1,0.03767
188,8,32,8,1,0,0.0,1,0.038624
189,8,32,8,1,0,0.0,1,0.03624
190,8,32,8,1,0,0.0,1,0.038147
191,8,32,8,1,0,0.0,1,0.046015
192,8,32,8,1,0,0.0,1,0.036955
193,8,32,8,1,0,0.0,1,0.037909
194,8,32,8,1,0,0.0,1,0.038624
195,8,32,8,1,0,0.0,1,0.038862
196,8,32,8,1,0,0.0,1,0.039101
197,8,32,8,1,0,0.0,1,0.03767
198,8,32,8,1,0,0.0,1,0.037432
199,8,32,8,1,0,0.0,1,0.036955
